Seq,ClothingID,Age,TitleLength,ReviewTextLength,Rating,RecommendedIND,DepartmentName,ClassName
203.0,895.0,63.0,40.0,241.0,5.0,Y,Tops,Fine gauge
204.0,828.0,56.0,7.0,502.0,4.0,N,Tops,Blouses
205.0,1020.0,48.0,22.0,398.0,3.0,N,Bottoms,Skirts
206.0,862.0,43.0,0.0,261.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,4.0,null,null,null,null
207.0,1020.0,44.0,24.0,380.0,4.0,Y,Bottoms,Skirts
208.0,895.0,40.0,0.0,500.0,5.0,Y,Tops,Fine gauge
209.0,862.0,44.0,0.0,202.0,1.0,N,Tops,Knits
210.0,895.0,54.0,15.0,136.0,5.0,Y,Tops,Fine gauge
211.0,1020.0,72.0,0.0,335.0,4.0,Y,Bottoms,Skirts
212.0,1075.0,52.0,7.0,499.0,4.0,Y,Dresses,Dresses
213.0,1104.0,47.0,21.0,225.0,5.0,Y,Dresses,Dresses
214.0,1020.0,67.0,16.0,249.0,1.0,N,Bottoms,Skirts
215.0,1094.0,39.0,12.0,499.0,5.0,Y,Dresses,Dresses
216.0,305.0,46.0,10.0,144.0,2.0,N,Intimate,Swim
217.0,828.0,64.0,20.0,500.0,5.0,Y,Tops,Blouses
218.0,1094.0,30.0,15.0,146.0,5.0,Y,Dresses,Dresses
219.0,828.0,38.0,0.0,57.0,5.0,Y,Tops,Blouses
220.0,895.0,36.0,16.0,502.0,4.0,Y,Tops,Fine gauge
221.0,1020.0,52.0,13.0,162.0,5.0,Y,Bottoms,Skirts
222.0,895.0,61.0,0.0,495.0,5.0,Y,Tops,Fine gauge
223.0,647.0,29.0,18.0,500.0,5.0,Y,Intimate,Lounge
224.0,1025.0,38.0,0.0,309.0,4.0,Y,Bottoms,Jeans
225.0,1025.0,35.0,8.0,497.0,5.0,Y,Bottoms,Jeans
226.0,815.0,55.0,6.0,144.0,5.0,Y,Tops,Blouses
227.0,1066.0,57.0,15.0,336.0,4.0,Y,Bottoms,Pants
228.0,840.0,55.0,4.0,495.0,4.0,Y,Tops,Blouses
229.0,1026.0,39.0,12.0,381.0,4.0,Y,Bottoms,Jeans
230.0,840.0,39.0,20.0,447.0,5.0,Y,Tops,Blouses
231.0,1066.0,46.0,39.0,239.0,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
232.0,840.0,37.0,13.0,395.0,2.0,N,Tops,Blouses
233.0,1030.0,29.0,44.0,500.0,5.0,Y,Bottoms,Jeans
234.0,840.0,83.0,22.0,79.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,4.0,null,null,null,null
235.0,1066.0,29.0,32.0,86.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
236.0,647.0,49.0,12.0,104.0,null,null,null,null
null,5.0,null,1.0,8.0,null,null,null,null
237.0,1066.0,42.0,19.0,172.0,2.0,N,Bottoms,Pants
238.0,872.0,63.0,24.0,472.0,5.0,Y,Tops,Knits
239.0,840.0,56.0,0.0,500.0,3.0,N,Tops,Blouses
240.0,1066.0,55.0,31.0,199.0,4.0,Y,Bottoms,Pants
241.0,647.0,32.0,50.0,500.0,1.0,N,Intimate,Lounge
242.0,1066.0,26.0,16.0,232.0,5.0,Y,Bottoms,Pants
243.0,840.0,60.0,0.0,341.0,4.0,Y,Tops,Blouses
244.0,1066.0,48.0,24.0,290.0,3.0,Y,Bottoms,Pants
245.0,872.0,38.0,10.0,173.0,5.0,Y,Tops,Knits
246.0,1066.0,49.0,14.0,250.0,3.0,Y,Bottoms,Pants
247.0,1115.0,41.0,24.0,495.0,4.0,Y,Jackets,Outerwear
248.0,1030.0,28.0,0.0,0.0,5.0,Y,Bottoms,Jeans
249.0,1018.0,28.0,0.0,51.0,4.0,Y,Bottoms,Skirts
250.0,1026.0,48.0,7.0,369.0,5.0,Y,Bottoms,Jeans
251.0,840.0,32.0,13.0,158.0,5.0,Y,Tops,Blouses
252.0,1066.0,29.0,16.0,291.0,5.0,Y,Bottoms,Pants
253.0,647.0,32.0,18.0,240.0,5.0,Y,Intimate,Lounge
254.0,840.0,28.0,0.0,192.0,5.0,Y,Tops,Blouses
255.0,840.0,51.0,9.0,215.0,4.0,Y,Tops,Blouses
256.0,840.0,44.0,31.0,500.0,5.0,Y,Tops,Blouses
257.0,1018.0,43.0,8.0,368.0,4.0,Y,Bottoms,Skirts
258.0,840.0,48.0,25.0,183.0,3.0,N,Tops,Blouses
259.0,824.0,37.0,13.0,182.0,5.0,Y,Tops,Blouses
260.0,1115.0,31.0,15.0,421.0,5.0,Y,Jackets,Outerwear
261.0,840.0,50.0,23.0,194.0,5.0,Y,Tops,Blouses
262.0,878.0,47.0,16.0,500.0,3.0,N,Tops,Knits
263.0,984.0,56.0,19.0,99.0,5.0,Y,Jackets,Jackets
264.0,1104.0,25.0,20.0,220.0,5.0,Y,Dresses,Dresses
265.0,878.0,63.0,0.0,0.0,4.0,Y,Tops,Knits
266.0,1104.0,54.0,11.0,464.0,5.0,Y,Dresses,Dresses
267.0,984.0,28.0,44.0,182.0,4.0,Y,Jackets,Jackets
268.0,866.0,26.0,47.0,221.0,4.0,Y,Tops,Knits
269.0,1104.0,29.0,0.0,76.0,5.0,Y,Dresses,Dresses
270.0,868.0,61.0,10.0,258.0,3.0,Y,Tops,Knits
271.0,984.0,45.0,19.0,203.0,5.0,Y,Jackets,Jackets
272.0,984.0,39.0,11.0,498.0,5.0,Y,Jackets,Jackets
273.0,1104.0,36.0,8.0,183.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
274.0,878.0,41.0,14.0,478.0,5.0,Y,Tops,Knits
275.0,1182.0,37.0,9.0,58.0,5.0,Y,Tops,Knits
276.0,868.0,55.0,19.0,103.0,5.0,Y,Tops,Knits
277.0,868.0,83.0,16.0,494.0,5.0,Y,Tops,Knits
278.0,868.0,35.0,14.0,472.0,3.0,Y,Tops,Knits
279.0,565.0,38.0,0.0,161.0,5.0,Y,Trend,Trend
280.0,984.0,35.0,23.0,450.0,5.0,Y,Jackets,Jackets
281.0,1104.0,45.0,0.0,379.0,5.0,Y,Dresses,Dresses
282.0,868.0,65.0,0.0,171.0,5.0,Y,Tops,Knits
283.0,878.0,41.0,18.0,179.0,5.0,Y,Tops,Knits
284.0,868.0,69.0,18.0,117.0,null,null,null,null
null,4.0,null,1.0,4.0,null,null,null,null
285.0,1104.0,36.0,16.0,311.0,5.0,Y,Dresses,Dresses
286.0,868.0,42.0,0.0,334.0,2.0,N,Tops,Knits
287.0,984.0,69.0,0.0,241.0,5.0,Y,Jackets,Jackets
288.0,878.0,46.0,27.0,475.0,2.0,N,Tops,Knits
289.0,984.0,55.0,27.0,403.0,5.0,Y,Jackets,Jackets
290.0,984.0,36.0,7.0,201.0,5.0,Y,Jackets,Jackets
291.0,984.0,71.0,0.0,84.0,5.0,Y,Jackets,Jackets
292.0,1024.0,65.0,10.0,244.0,5.0,Y,Bottoms,Jeans
293.0,984.0,68.0,45.0,500.0,3.0,Y,Jackets,Jackets
294.0,984.0,43.0,21.0,500.0,5.0,Y,Jackets,Jackets
295.0,1104.0,30.0,0.0,241.0,5.0,Y,Dresses,Dresses
296.0,1024.0,40.0,23.0,218.0,5.0,Y,Bottoms,Jeans
297.0,984.0,47.0,28.0,281.0,5.0,Y,Jackets,Jackets
298.0,1104.0,39.0,0.0,0.0,5.0,Y,Dresses,Dresses
299.0,984.0,34.0,20.0,100.0,5.0,Y,Jackets,Jackets
300.0,1104.0,38.0,0.0,309.0,4.0,Y,Dresses,Dresses
301.0,984.0,38.0,20.0,501.0,5.0,Y,Jackets,Jackets
302.0,895.0,36.0,0.0,53.0,5.0,Y,Tops,Fine gauge
303.0,1104.0,41.0,16.0,205.0,null,null,null,null
null,5.0,null,1.0,7.0,null,null,null,null
304.0,1131.0,36.0,14.0,125.0,3.0,Y,Jackets,Outerwear
305.0,984.0,47.0,9.0,337.0,5.0,Y,Jackets,Jackets
306.0,1104.0,63.0,36.0,500.0,5.0,Y,Dresses,Dresses
307.0,831.0,35.0,14.0,502.0,5.0,Y,Tops,Blouses
308.0,984.0,35.0,14.0,353.0,4.0,Y,Jackets,Jackets
309.0,1104.0,56.0,11.0,274.0,5.0,Y,Dresses,Dresses
310.0,836.0,41.0,8.0,393.0,5.0,Y,Tops,Blouses
311.0,1089.0,37.0,28.0,164.0,3.0,N,Dresses,Dresses
312.0,844.0,34.0,17.0,104.0,3.0,N,Tops,Blouses
313.0,836.0,32.0,8.0,263.0,4.0,Y,Tops,Blouses
314.0,836.0,60.0,18.0,218.0,3.0,N,Tops,Blouses
315.0,836.0,21.0,14.0,417.0,5.0,Y,Tops,Blouses
316.0,836.0,59.0,16.0,290.0,5.0,Y,Tops,Blouses
317.0,844.0,53.0,21.0,502.0,5.0,Y,Tops,Blouses
318.0,936.0,27.0,17.0,338.0,5.0,Y,Tops,Sweaters
319.0,895.0,62.0,6.0,270.0,5.0,Y,Tops,Fine gauge
320.0,836.0,41.0,0.0,282.0,5.0,Y,Tops,Blouses
321.0,831.0,50.0,22.0,163.0,5.0,Y,Tops,Blouses
322.0,844.0,54.0,10.0,500.0,5.0,Y,Tops,Blouses
323.0,895.0,47.0,0.0,0.0,5.0,Y,Tops,Fine gauge
324.0,1066.0,41.0,7.0,499.0,5.0,Y,Bottoms,Pants
325.0,844.0,43.0,14.0,413.0,2.0,N,Tops,Blouses
326.0,836.0,43.0,16.0,500.0,5.0,Y,Tops,Blouses
327.0,836.0,23.0,15.0,46.0,4.0,Y,Tops,Blouses
328.0,907.0,25.0,0.0,74.0,5.0,Y,Tops,Fine gauge
329.0,836.0,51.0,19.0,208.0,5.0,Y,Tops,Blouses
330.0,844.0,41.0,11.0,49.0,3.0,N,Tops,Blouses
331.0,1103.0,49.0,15.0,286.0,4.0,Y,Dresses,Dresses
332.0,866.0,46.0,24.0,209.0,5.0,Y,Tops,Knits
333.0,907.0,29.0,8.0,210.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,5.0,null,1.0,4.0,null,null,null,null
334.0,844.0,53.0,14.0,462.0,1.0,N,Tops,Blouses
335.0,895.0,66.0,11.0,229.0,5.0,Y,Tops,Fine gauge
336.0,895.0,32.0,0.0,499.0,5.0,Y,Tops,Fine gauge
337.0,1080.0,74.0,42.0,500.0,5.0,Y,Dresses,Dresses
338.0,831.0,63.0,23.0,370.0,5.0,Y,Tops,Blouses
339.0,844.0,41.0,13.0,272.0,5.0,Y,Tops,Blouses
340.0,844.0,40.0,15.0,193.0,4.0,Y,Tops,Blouses
341.0,831.0,40.0,16.0,159.0,5.0,Y,Tops,Blouses
342.0,836.0,32.0,0.0,0.0,5.0,Y,Tops,Blouses
343.0,907.0,49.0,41.0,406.0,5.0,Y,Tops,Fine gauge
344.0,844.0,44.0,0.0,236.0,3.0,N,Tops,Blouses
345.0,895.0,24.0,0.0,0.0,5.0,Y,Tops,Fine gauge
346.0,895.0,70.0,24.0,367.0,5.0,Y,Tops,Fine gauge
347.0,907.0,30.0,11.0,353.0,5.0,Y,Tops,Fine gauge
348.0,844.0,47.0,22.0,206.0,5.0,Y,Tops,Blouses
349.0,836.0,27.0,24.0,303.0,3.0,N,Tops,Blouses
350.0,844.0,36.0,31.0,248.0,null,null,null,null
null,null,null,null,null,null,null,null,null
null,2.0,null,1.0,4.0,null,null,null,null
351.0,844.0,69.0,18.0,375.0,4.0,Y,Tops,Blouses
352.0,844.0,52.0,27.0,283.0,5.0,Y,Tops,Blouses
353.0,936.0,32.0,18.0,387.0,2.0,N,Tops,Sweaters
354.0,907.0,37.0,12.0,258.0,5.0,Y,Tops,Fine gauge
355.0,936.0,32.0,0.0,85.0,5.0,Y,Tops,Sweaters
356.0,831.0,42.0,23.0,498.0,1.0,N,Tops,Blouses
