id,order_status,order_price,order_freight,order_qty,order_timestamp,order_approved_time,order_estimated_delivery_date,order_delivered_customer_date,order_product_id,review_creation_date,review_score
13,"delivered",137.4,12.17,1,"2017-09-13 23:19:51","2017-09-13 23:30:11","2017-09-25 00:00:00","2017-09-15 19:51:12",1736,"2017-09-16 00:00:00",1
14,"shipped",69.99,15.24,1,"2018-01-31 21:35:00","2018-02-01 03:12:39","2018-03-05 00:00:00","",1895,"2018-03-08 00:00:00",1
15,"delivered",59.9,12.81,1,"2017-06-27 14:18:07","2017-06-28 02:45:37","2017-07-19 00:00:00","2017-06-29 13:30:01",263,"2017-06-30 00:00:00",4
16,"delivered",66,25.74,1,"2017-10-10 23:17:10","2017-10-10 23:28:18","2017-11-10 00:00:00","2017-10-30 19:52:38",2200,"2017-10-31 00:00:00",5
17,"delivered",23.7,8.82,1,"2018-03-15 12:11:58","2018-03-16 03:50:11","2018-04-11 00:00:00","2018-03-21 23:12:15",1167,"2018-03-22 00:00:00",5
18,"delivered",59.99,8.72,1,"2018-02-28 15:19:56","2018-02-28 15:30:47","2018-03-13 00:00:00","2018-03-05 17:17:22",1390,"2018-03-06 00:00:00",5
19,"delivered",97.9,11.89,1,"2017-12-25 12:05:50","2017-12-27 04:07:30","2018-01-15 00:00:00","2018-01-10 16:44:06",647,"2018-01-11 00:00:00",5
20,"delivered",195.99,34.14,1,"2017-08-20 19:40:35","2017-08-21 20:25:43","2017-09-15 00:00:00","2017-08-28 19:37:45",1276,"2017-08-29 00:00:00",2
21,"delivered",44.9,11.85,1,"2017-07-20 16:24:22","2017-07-20 16:35:15","2017-08-09 00:00:00","2017-07-26 01:42:01",550,"2017-07-26 00:00:00",2
22,"delivered",89.9,14.8,1,"2017-04-17 10:50:15","2017-04-17 11:02:13","2017-05-11 00:00:00","2017-04-29 07:03:40",2250,"2010-04-30 00:00:00",4
23,"delivered",89.9,16.26,1,"2017-09-18 18:02:45","2017-09-18 18:15:14","2017-10-04 00:00:00","2017-09-25 22:09:40",490,"2017-09-26 00:00:00",5
24,"delivered",56.99,49.11,1,"2017-10-17 16:48:16","2017-10-19 00:07:25","2017-11-14 00:00:00","2017-10-25 21:22:43",2325,"2017-10-26 00:00:00",1
25,"delivered",53.99,7.78,1,"2017-10-24 08:27:15","2017-10-24 08:35:18","2017-11-07 00:00:00","2017-10-27 15:10:02",1712,"2017-10-28 00:00:00",5
26,"delivered",41.3,0.69,1,"2017-11-08 20:44:32","2017-11-08 20:56:37","2017-11-22 00:00:00","2017-11-11 16:05:02",1333,"2017-11-12 00:00:00",2
27,"delivered",225,22.41,1,"2017-06-07 10:37:39","2017-06-07 10:45:31","2017-07-06 00:00:00","2017-06-15 11:56:06",776,"2017-06-16 00:00:00",5
28,"delivered",89,7.88,1,"2017-07-30 20:42:14","2017-07-30 20:50:15","2017-08-11 00:00:00","2017-08-01 19:18:52",979,"2017-08-02 00:00:00",5
29,"delivered",132.97,12.43,1,"2018-02-05 09:38:08","2018-02-07 02:52:16","2018-03-02 00:00:00","2018-03-02 15:23:13",1108,"2018-03-03 00:00:00",5
30,"delivered",104.9,17.21,1,"2017-10-03 22:20:31","2017-10-03 22:35:13","2017-10-25 00:00:00","2017-10-09 21:44:37",931,"2017-10-10 00:00:00",5
31,"delivered",39.98,28.2,2,"2017-07-30 16:03:25","2017-07-30 16:15:20","2017-08-29 00:00:00","2017-08-03 19:14:45",397,"2017-08-04 00:00:00",1
32,"delivered",99.99,25.11,1,"2017-12-03 19:18:56","2017-12-03 19:33:51","2017-12-29 00:00:00","2018-01-04 21:38:48",1337,"2017-12-31 00:00:00",1
33,"delivered",1399.99,74.43,1,"2017-12-30 18:59:05","2017-12-30 19:07:21","2018-02-08 00:00:00","2018-01-11 21:03:36",742,"2018-01-12 00:00:00",4
34,"delivered",470,38.59,2,"2017-11-27 13:29:05","2017-11-27 13:39:22","2017-12-21 00:00:00","2017-12-05 18:38:53",1790,"2017-12-06 00:00:00",5
35,"delivered",149.99,16.68,1,"2017-06-06 20:40:59","2017-06-06 20:50:21","2017-06-28 00:00:00","2017-06-16 12:47:56",739,"2017-06-17 00:00:00",5
36,"delivered",86,11.42,1,"2018-02-21 22:08:55","2018-02-21 22:25:23","2018-03-23 00:00:00","2018-03-02 16:08:54",1294,"2018-03-03 00:00:00",5
37,"delivered",119.99,13.86,1,"2017-07-27 22:42:22","2017-07-27 22:55:20","2017-08-16 00:00:00","2017-08-03 18:27:59",280,"2017-08-04 00:00:00",5
38,"delivered",143.8,30.2,1,"2017-06-27 23:02:14","2017-06-28 06:45:23","2017-07-27 00:00:00","2017-07-11 18:37:46",1509,"2017-07-12 00:00:00",5
39,"delivered",105,3.65,1,"2017-09-18 15:07:49","2017-09-18 15:32:48","2017-09-28 00:00:00","2017-09-19 18:25:18",2329,"2017-09-20 00:00:00",5
40,"delivered",16.9,1.68,1,"2017-10-10 18:31:36","2017-10-10 18:49:10","2017-11-17 00:00:00","2017-10-20 18:29:16",949,"2017-10-21 00:00:00",1
41,"delivered",199.9,18.65,1,"2018-03-03 20:41:08","2018-03-06 03:50:29","2018-03-28 00:00:00","2018-04-12 22:56:33",958,"2018-03-31 00:00:00",1
42,"delivered",17.85,16.79,1,"2017-07-05 21:30:02","2017-07-05 21:43:28","2017-08-08 00:00:00","2017-08-01 19:07:41",1986,"2017-08-02 00:00:00",5
43,"delivered",53.99,17.66,1,"2017-11-25 09:14:23","2017-11-25 09:33:12","2017-12-21 00:00:00","2017-12-28 23:26:52",1712,"2017-12-22 00:00:00",1
44,"delivered",118,8.08,1,"2017-12-21 13:29:07","2017-12-21 13:49:52","2018-01-10 00:00:00","2017-12-26 21:06:59",1541,"2017-12-27 00:00:00",4
45,"delivered",118,12.33,1,"2017-12-06 21:27:33","2017-12-07 03:16:02","2017-12-29 00:00:00","2017-12-11 23:47:48",1147,"2017-12-12 00:00:00",5
46,"delivered",18.9,11.85,1,"2018-02-10 20:01:43","2018-02-10 20:10:23","2018-03-06 00:00:00","2018-02-21 15:07:56",1051,"2018-02-22 00:00:00",4
47,"delivered",19.9,12.48,1,"2018-02-17 21:47:15","2018-02-17 22:06:51","2018-03-15 00:00:00","2018-02-28 18:43:13",141,"2018-03-01 00:00:00",5
48,"delivered",59.9,12.76,1,"2018-01-21 19:08:49","2018-01-22 13:57:25","2018-02-22 00:00:00","2018-02-03 17:51:14",2293,"2018-02-04 00:00:00",5
49,"delivered",86.99,17.86,1,"2017-12-03 12:15:43","2017-12-03 12:33:06","2018-01-02 00:00:00","2017-12-29 18:07:00",1469,"2017-12-30 00:00:00",1
50,"delivered",29,15.1,1,"2017-09-03 18:33:50","2017-09-03 18:45:12","2017-09-25 00:00:00","2017-09-05 18:23:20",1910,"2017-09-06 00:00:00",4
51,"delivered",155,15.84,1,"2017-06-13 08:42:34","2017-06-13 08:55:17","2017-07-06 00:00:00","2017-06-30 14:07:55",555,"2017-07-01 00:00:00",5
52,"delivered",349.99,18.76,1,"2017-07-12 18:12:38","2017-07-12 18:25:23","2017-08-03 00:00:00","2017-07-19 13:22:35",2403,"2017-07-20 00:00:00",5
53,"delivered",140,12.61,1,"2017-09-11 15:24:45","2017-09-11 15:44:04","2017-09-21 00:00:00","2017-09-13 17:59:59",982,"2017-09-14 00:00:00",5
54,"delivered",172.33,18.49,1,"2017-09-01 08:13:51","2017-09-05 04:44:22","2017-09-21 00:00:00","2017-09-15 19:03:51",1482,"2017-09-16 00:00:00",4
55,"delivered",204,14.45,1,"2018-02-26 15:21:10","2018-02-26 15:35:38","2018-03-16 00:00:00","2018-03-05 21:26:53",957,"2018-03-06 00:00:00",4
56,"delivered",222,36.06,3,"2017-08-10 16:07:21","2017-08-10 16:25:17","2017-08-30 00:00:00","2017-08-19 14:17:43",2038,"2017-08-20 00:00:00",5
57,"delivered",69.9,15.24,1,"2017-05-23 10:33:48","2017-05-23 10:45:09","2017-06-14 00:00:00","2017-05-29 09:49:07",769,"2017-05-30 00:00:00",1
58,"delivered",39.9,16.11,1,"2018-03-01 10:52:14","2018-03-01 11:14:35","2018-03-22 00:00:00","2018-03-21 17:21:31",2383,"2018-03-22 00:00:00",3
59,"delivered",246.62,20.27,1,"2017-09-22 18:58:41","2017-09-23 19:05:40","2017-10-19 00:00:00","2017-10-02 15:39:01",412,"2017-10-03 00:00:00",5
60,"shipped",49,7.78,1,"2018-01-28 14:45:34","2018-01-30 04:31:09","2018-02-14 00:00:00","",1792,"2018-02-17 00:00:00",1
61,"delivered",24.9,15.1,1,"2017-10-11 13:36:29","2017-10-11 13:49:14","2017-11-06 00:00:00","2017-11-07 19:52:42",1023,"2017-10-25 00:00:00",1
62,"delivered",99.8,33.58,2,"2017-10-14 10:17:15","2017-10-17 04:25:08","2017-11-10 00:00:00","2017-10-26 22:46:11",63,"2017-10-27 00:00:00",1
63,"delivered",55.5,31.74,1,"2017-11-06 21:23:20","2017-11-07 05:32:14","2017-12-06 00:00:00","2017-11-16 19:07:20",891,"2017-11-17 00:00:00",5
64,"delivered",69.9,12.83,1,"2017-08-13 18:35:00","2017-08-13 19:20:13","2017-09-01 00:00:00","2017-08-18 15:19:37",1274,"2017-08-19 00:00:00",4
65,"delivered",113,24.39,1,"2017-10-18 21:54:17","2017-10-18 23:28:19","2017-11-08 00:00:00","2017-10-24 17:10:47",1455,"2017-10-25 00:00:00",3
66,"delivered",233,10.85,1,"2017-11-28 13:12:45","2017-11-29 02:20:33","2017-12-12 00:00:00","2017-12-01 16:52:23",930,"2017-12-02 00:00:00",5
67,"delivered",135.9,18.2,1,"2018-03-01 11:16:40","2018-03-01 11:31:08","2018-03-21 00:00:00","2018-03-27 20:08:46",111,"2018-03-23 00:00:00",1
68,"delivered",59.9,17.67,1,"2018-01-20 16:34:26","2018-01-20 17:00:35","2018-02-19 00:00:00","2018-01-29 19:12:22",891,"2018-01-30 00:00:00",5
69,"delivered",69.9,7.31,1,"2017-04-07 20:30:00","2017-04-07 20:42:34","2017-04-28 00:00:00","2017-04-28 20:19:31",2118,"2010-04-29 00:00:00",5
70,"delivered",34.2,11.73,1,"2017-11-06 22:49:10","2017-11-07 06:31:25","2017-11-28 00:00:00","2017-11-09 16:59:32",1612,"2017-11-10 00:00:00",5
71,"delivered",27.9,7.78,1,"2017-11-22 22:49:54","2017-11-22 23:06:22","2017-12-04 00:00:00","2017-11-28 17:38:57",127,"2017-11-29 00:00:00",1
72,"delivered",89.99,22.1,1,"2017-04-10 19:33:02","2017-04-12 02:50:20","2017-05-05 00:00:00","2017-05-03 06:51:15",2245,"2017-05-04 00:00:00",3
73,"delivered",84.99,35.91,1,"2017-11-27 19:28:04","2017-11-27 19:56:59","2017-12-27 00:00:00","2018-01-12 22:58:47",35,"2017-12-29 00:00:00",1
74,"delivered",89.9,17.88,1,"2017-12-01 12:18:11","2017-12-02 02:38:25","2018-01-04 00:00:00","2018-01-05 17:06:15",2140,"2000-01-01 00:00:00",1
75,"delivered",56.99,8.72,1,"2017-12-06 14:19:08","2017-12-07 03:10:54","2017-12-28 00:00:00","2017-12-21 15:28:27",2395,"2017-12-22 00:00:00",5
76,"delivered",248.99,60.29,1,"2018-01-18 20:07:53","2018-01-18 20:19:27","2018-02-08 00:00:00","2018-01-25 19:03:42",1664,"2018-01-26 00:00:00",5
77,"delivered",29.4,22.28,1,"2017-04-13 23:47:01","2017-04-14 00:44:01","2017-05-17 00:00:00","2017-05-11 14:03:48",661,"2017-05-12 00:00:00",5
78,"delivered",279.9,17.59,1,"2017-08-10 10:42:48","2017-08-10 10:55:24","2017-08-31 00:00:00","2017-08-15 15:52:34",1658,"2017-08-16 00:00:00",5
79,"delivered",38.4,11.85,1,"2017-08-31 08:15:24","2017-08-31 08:30:17","2017-09-20 00:00:00","2017-09-04 20:59:55",1597,"2017-09-05 00:00:00",5
80,"delivered",233.91,9.83,1,"2018-02-16 13:38:31","2018-02-16 13:50:35","2018-03-02 00:00:00","2018-02-20 01:35:18",2174,"2018-02-21 00:00:00",5
81,"delivered",16.9,15.11,1,"2017-09-19 07:53:29","2017-09-19 08:05:56","2017-10-13 00:00:00","2017-10-04 18:58:02",2106,"2017-10-05 00:00:00",5
82,"delivered",143,38.55,1,"2017-10-14 13:49:46","2017-10-14 14:05:41","2017-11-09 00:00:00","2017-11-03 18:53:02",2316,"2017-11-04 00:00:00",5
83,"delivered",98,14.1,2,"2017-11-15 21:34:59","2017-11-17 04:15:31","2017-12-06 00:00:00","2017-12-05 18:07:48",1844,"2017-12-06 00:00:00",5
84,"delivered",27.19,11.73,1,"2018-02-13 14:38:18","2018-02-13 15:07:35","2018-03-01 00:00:00","2018-02-15 13:15:39",2114,"2018-02-16 00:00:00",5
85,"delivered",18.99,12.35,1,"2017-08-12 08:58:19","2017-08-16 11:04:34","2017-09-01 00:00:00","2017-08-22 21:02:57",1720,"2017-08-23 00:00:00",4
86,"delivered",63,64.02,1,"2017-07-09 21:20:07","2017-07-09 21:30:14","2017-08-03 00:00:00","2017-07-26 19:29:27",1532,"2017-07-27 00:00:00",5
87,"delivered",39.9,20.8,1,"2017-05-05 21:58:40","2017-05-05 22:10:11","2017-06-07 00:00:00","2017-05-15 13:16:13",1233,"2017-05-16 00:00:00",5
88,"delivered",144.94,18.73,1,"2017-06-23 20:19:48","2017-06-27 03:45:18","2017-07-14 00:00:00","2017-07-04 16:23:44",1942,"2017-07-05 00:00:00",5
89,"delivered",34.9,22.4,1,"2017-12-12 22:58:44","2017-12-12 23:12:41","2018-01-09 00:00:00","2017-12-21 22:41:43",285,"2017-12-22 00:00:00",1
90,"delivered",19.47,15.1,1,"2018-03-05 18:11:25","2018-03-05 18:30:26","2018-03-26 00:00:00","2018-03-16 21:04:06",1849,"2018-03-17 00:00:00",5
91,"delivered",239.9,15.43,1,"2017-09-25 19:50:03","2017-09-26 03:28:30","2017-10-17 00:00:00","2017-10-02 20:27:34",2358,"2017-10-03 00:00:00",1
92,"delivered",439.9,22.57,1,"2017-07-17 10:52:40","2017-07-17 11:05:17","2017-08-15 00:00:00","2017-08-05 15:13:58",1607,"2017-08-06 00:00:00",1
93,"delivered",120,14.59,1,"2018-01-13 23:59:06","2018-01-14 00:09:53","2018-02-15 00:00:00","2018-04-28 18:51:38",2075,"2018-02-17 00:00:00",1
94,"shipped",572,64.74,1,"2017-07-13 15:55:54","2017-07-14 14:25:15","2017-08-04 00:00:00","",677,"2017-08-09 00:00:00",1
95,"delivered",34.2,11.89,1,"2018-03-29 16:26:30","2018-03-29 16:46:18","2018-04-17 00:00:00","2018-04-06 18:03:42",2392,"2018-04-07 00:00:00",5
96,"delivered",99.9,25.25,1,"2017-09-12 14:58:24","2017-09-14 02:43:51","2017-10-18 00:00:00","2017-09-29 21:03:01",1352,"2017-09-30 00:00:00",5
97,"delivered",179.99,46.73,1,"2017-12-12 21:15:26","2017-12-14 02:14:35","2018-01-18 00:00:00","2018-01-24 21:38:08",1776,"2018-01-24 00:00:00",1
98,"delivered",169,8.05,1,"2018-03-10 14:15:16","2018-03-10 14:30:26","2018-03-22 00:00:00","2018-03-16 16:56:40",844,"2018-03-17 00:00:00",5
99,"delivered",144.41,13.14,1,"2018-02-18 12:27:58","2018-02-18 13:30:27","2018-03-21 00:00:00","2018-03-06 18:34:10",11,"2018-03-07 00:00:00",5
100,"delivered",165,13.59,1,"2018-03-19 16:19:32","2018-03-19 16:30:54","2018-04-05 00:00:00","2018-04-07 15:02:05",129,"2018-04-07 00:00:00",1
101,"delivered",79.99,17.81,1,"2017-06-14 17:35:07","2017-06-14 17:45:14","2017-07-07 00:00:00","2017-07-03 14:34:36",1880,"2017-07-04 00:00:00",5
102,"delivered",58.99,11.73,1,"2017-10-03 19:29:06","2017-10-03 19:49:19","2017-10-20 00:00:00","2017-10-09 19:18:51",1549,"2017-10-10 00:00:00",5
103,"delivered",139.9,28.36,1,"2017-09-11 15:03:58","2017-09-11 15:15:18","2017-10-02 00:00:00","2017-09-28 21:46:02",1896,"2017-09-29 00:00:00",1
104,"delivered",51.98,30.46,2,"2017-08-06 13:32:42","2017-08-06 13:43:27","2017-08-25 00:00:00","2017-08-09 16:00:57",1743,"2017-08-10 00:00:00",5
105,"delivered",59.9,17.67,1,"2017-10-17 12:17:14","2017-10-17 12:56:44","2017-11-10 00:00:00","2017-11-01 16:12:39",729,"2017-11-02 00:00:00",5
106,"delivered",99.9,17.95,1,"2017-11-08 23:00:54","2017-11-08 23:12:12","2017-11-29 00:00:00","2017-11-16 18:41:57",1867,"2017-11-17 00:00:00",5
107,"delivered",99.9,18.94,1,"2017-10-30 10:42:06","2017-10-30 11:33:30","2017-11-22 00:00:00","2017-11-13 19:02:40",1352,"2017-11-14 00:00:00",5
108,"delivered",12.97,14.1,1,"2017-09-12 00:06:46","2017-09-12 00:15:09","2017-10-02 00:00:00","2017-09-25 19:37:35",2086,"2017-09-26 00:00:00",4
109,"delivered",69.9,71.88,1,"2017-12-05 14:16:13","2017-12-06 13:12:27","2018-01-08 00:00:00","2017-12-26 19:21:57",1162,"2017-12-27 00:00:00",1
110,"delivered",45.9,8.27,1,"2018-03-02 21:52:33","2018-03-02 22:29:06","2018-03-14 00:00:00","2018-03-16 00:56:24",694,"2018-03-16 00:00:00",3
111,"delivered",29.9,14.35,1,"2017-12-11 17:32:18","2017-12-11 17:50:20","2018-01-15 00:00:00","2017-12-27 22:19:17",1208,"2017-12-28 00:00:00",4
112,"delivered",25.9,16.79,1,"2017-09-21 08:30:55","2017-09-21 08:44:29","2017-10-19 00:00:00","2017-10-20 12:51:33",1093,"2017-10-21 00:00:00",5
113,"delivered",22,8.72,1,"2017-09-02 12:09:39","2017-09-02 12:24:06","2017-09-26 00:00:00","2017-09-06 18:32:17",756,"2017-09-07 00:00:00",5
114,"delivered",29,14.22,1,"2017-10-17 10:16:16","2017-10-17 10:28:18","2017-11-07 00:00:00","2017-10-20 22:05:20",1105,"2017-10-21 00:00:00",1
115,"delivered",99.99,17.95,1,"2017-08-01 00:22:08","2017-08-01 00:45:18","2017-08-23 00:00:00","2017-08-08 20:12:54",1693,"2017-08-09 00:00:00",5
116,"delivered",148.6,27.58,1,"2017-05-12 20:55:01","2017-05-16 03:22:26","2017-06-08 00:00:00","2017-05-24 12:58:24",355,"2000-01-01 00:00:00",5
117,"delivered",99,9.03,1,"2017-11-29 13:30:40","2017-11-29 13:51:23","2017-12-21 00:00:00","2017-12-21 23:39:50",2393,"2017-12-22 00:00:00",3
118,"delivered",56.99,16.16,1,"2018-02-22 22:17:26","2018-02-22 22:30:23","2018-03-21 00:00:00","2018-03-09 14:16:34",2325,"2018-03-10 00:00:00",2
119,"delivered",79.99,17,1,"2017-07-16 16:29:57","2017-07-16 16:43:26","2017-08-17 00:00:00","2017-07-28 14:44:47",1984,"2017-07-29 00:00:00",4
120,"delivered",170,16.82,1,"2017-12-12 00:24:30","2017-12-12 00:32:48","2018-01-05 00:00:00","2017-12-22 22:17:31",1428,"2017-12-23 00:00:00",5
121,"delivered",1459,233.59,1,"2017-10-05 10:28:57","2017-10-06 10:35:34","2017-11-07 00:00:00","2017-10-17 21:32:29",1238,"2017-10-18 00:00:00",2
122,"delivered",112.99,17.53,1,"2017-11-10 16:44:53","2017-11-10 16:56:12","2017-11-30 00:00:00","2017-12-01 21:49:50",418,"2017-12-02 00:00:00",5
123,"delivered",189.99,18.75,1,"2017-07-15 18:44:39","2017-07-15 18:55:17","2017-08-08 00:00:00","2017-07-24 18:33:41",1428,"2017-07-25 00:00:00",2
124,"delivered",89.9,20.3,1,"2017-10-12 16:40:49","2017-10-14 03:27:57","2017-11-13 00:00:00","2017-10-24 19:35:46",197,"2017-10-25 00:00:00",1
125,"delivered",34.9,9.34,1,"2017-09-25 11:03:21","2017-09-25 11:15:21","2017-10-10 00:00:00","2017-09-30 16:37:48",85,"2017-10-01 00:00:00",5
126,"delivered",219,15.28,1,"2018-01-07 23:36:44","2018-01-08 23:31:22","2018-02-06 00:00:00","2018-01-18 15:33:51",860,"2018-01-19 00:00:00",5
127,"delivered",69.9,17.74,1,"2018-03-03 22:20:55","2018-03-03 22:35:29","2018-03-27 00:00:00","2018-04-07 18:56:50",1380,"2018-03-29 00:00:00",1
128,"delivered",35.96,9.94,1,"2018-02-12 15:43:16","2018-02-12 15:55:30","2018-03-01 00:00:00","2018-02-15 19:08:42",806,"2018-02-16 00:00:00",5
129,"delivered",99.99,13.72,1,"2017-07-07 19:25:39","2017-07-07 19:43:02","2017-07-27 00:00:00","2017-07-13 17:12:07",1693,"2017-07-14 00:00:00",4
130,"delivered",59.9,11.92,1,"2017-08-07 22:11:36","2017-08-08 04:23:42","2017-08-25 00:00:00","2017-08-15 19:16:40",1205,"2017-08-16 00:00:00",5
131,"delivered",38.9,21.11,1,"2017-11-10 13:27:18","2017-11-10 13:47:00","2017-12-07 00:00:00","2017-11-24 19:28:43",1917,"2017-11-25 00:00:00",1
132,"delivered",134,20.18,1,"2017-09-20 20:31:17","2017-09-20 20:44:15","2017-10-18 00:00:00","2017-10-04 19:49:57",40,"2017-10-05 00:00:00",5
133,"delivered",69,11.98,1,"2017-11-03 00:15:37","2017-11-03 00:30:30","2017-11-23 00:00:00","2017-11-17 18:51:50",674,"2017-11-18 00:00:00",2
134,"delivered",79.9,21.05,1,"2018-02-24 12:35:33","2018-02-24 12:50:21","2018-03-21 00:00:00","2018-03-13 12:15:50",1590,"2018-03-14 00:00:00",5
135,"delivered",46.99,19.8,1,"2017-08-07 20:31:26","2017-08-09 02:50:58","2017-08-31 00:00:00","2017-08-15 19:32:48",376,"2017-08-16 00:00:00",1
136,"delivered",419,48.52,1,"2017-11-24 16:59:45","2017-11-24 20:39:36","2017-12-22 00:00:00","2018-01-18 00:12:36",1741,"2017-12-24 00:00:00",1
137,"delivered",1999.9,29.76,1,"2017-11-14 21:24:56","2017-11-17 15:15:29","2017-12-08 00:00:00","2017-11-29 11:56:54",74,"2017-11-30 00:00:00",3
138,"delivered",26.7,16.11,1,"2017-09-05 18:40:44","2017-09-05 18:50:32","2017-09-27 00:00:00","2017-09-11 17:21:47",205,"2017-09-12 00:00:00",4
139,"shipped",39.9,22.93,1,"2018-03-11 23:18:37","2018-03-12 23:10:21","2018-04-12 00:00:00","",818,"2018-04-14 00:00:00",2
140,"delivered",74.8,13.54,1,"2018-02-14 19:19:37","2018-02-14 20:00:17","2018-03-07 00:00:00","2018-03-18 15:50:35",1363,"2018-03-09 00:00:00",1
141,"delivered",59.9,15.17,1,"2017-09-03 22:36:55","2017-09-04 02:31:40","2017-09-27 00:00:00","2017-09-11 16:17:49",1285,"2017-09-07 00:00:00",1
142,"delivered",56.97,12.8,1,"2018-04-11 00:27:42","2018-04-11 00:35:40","2018-04-30 00:00:00","2018-04-13 16:08:40",363,"2018-04-14 00:00:00",5
143,"delivered",32.64,16.6,1,"2017-07-05 14:20:40","2017-07-05 17:54:40","2017-07-31 00:00:00","2017-07-26 01:13:49",1707,"2017-07-26 00:00:00",4
144,"delivered",130,19.14,1,"2017-12-05 08:35:44","2017-12-05 11:03:33","2017-12-29 00:00:00","2018-01-09 00:14:34",849,"2017-12-31 00:00:00",1
145,"delivered",139.99,21.43,1,"2017-04-02 18:22:23","2017-04-02 18:35:18","2017-05-12 00:00:00","2017-05-15 13:48:18",462,"2017-05-14 00:00:00",5
146,"delivered",75,16.16,1,"2017-10-20 16:41:06","2017-10-20 16:56:50","2017-11-08 00:00:00","2017-10-27 14:38:50",1891,"2017-10-28 00:00:00",5
147,"delivered",43.99,16.11,1,"2017-11-24 14:08:46","2017-11-24 16:15:04","2017-12-18 00:00:00","2017-12-28 17:36:59",744,"2000-01-01 00:00:00",1
148,"delivered",110.9,14.95,1,"2017-05-03 10:35:16","2017-05-03 11:25:22","2017-06-02 00:00:00","2017-05-11 20:17:36",622,"2017-05-12 00:00:00",5
149,"delivered",70,25.77,1,"2017-12-07 12:54:45","2017-12-07 15:33:10","2018-01-11 00:00:00","2017-12-27 19:33:18",869,"2017-12-28 00:00:00",5
150,"shipped",179,45.71,1,"2018-02-17 14:31:22","2018-02-20 07:11:31","2018-03-14 00:00:00","",153,"2018-03-17 00:00:00",1
151,"delivered",25,21.15,1,"2017-08-04 08:57:44","2017-08-04 09:10:10","2017-09-08 00:00:00","2017-08-16 18:42:10",1200,"2017-08-17 00:00:00",5
152,"delivered",89.5,11.83,1,"2017-06-03 18:16:51","2017-06-03 18:30:08","2017-06-19 00:00:00","2017-06-16 17:04:43",2005,"2017-06-17 00:00:00",5
153,"delivered",215,26.35,1,"2017-06-12 21:33:10","2017-06-14 02:22:33","2017-07-13 00:00:00","2017-06-27 15:38:37",1861,"2017-06-28 00:00:00",5
154,"delivered",79,45.02,1,"2017-10-09 11:49:44","2017-10-10 03:49:22","2017-10-26 00:00:00","2017-10-24 19:22:46",881,"2017-10-25 00:00:00",5
155,"delivered",229.99,17.22,1,"2018-03-26 22:46:27","2018-03-27 22:46:48","2018-04-13 00:00:00","2018-04-03 20:38:27",2084,"2018-04-04 00:00:00",5
156,"delivered",37.49,9.27,1,"2017-10-05 17:50:00","2017-10-05 18:06:26","2017-10-23 00:00:00","2017-10-11 13:06:29",1221,"2017-10-12 00:00:00",3
157,"delivered",120,21.33,1,"2017-12-01 16:36:05","2017-12-02 02:37:26","2017-12-27 00:00:00","2017-12-15 18:13:34",575,"2017-12-16 00:00:00",2
